database_family	revised_family	database_name	revised_name	database	tax_ref	year_ref	canine	evidence_canine	reference_canine	obs_canine	diet	reference diet	horn	reference_horn	obs1	obs2	category	is_ruminant
Bovidae	Bovidae	Neotragus_batesi	Neotragus_batesi	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Nesogoral_cenisae	Nesogoral_cenisae	now	Palombo; M. R.; Rozzi; R.; & Bover; P. (2013). The endemic bovids from Sardinia and the Balearic Islands: state of the art. Geobios; 46(1); 127-142.	2013	 	 	 								valid_species	yes
Bovidae	Bovidae	Nesogoral_melonii	Nesogoral_melonii	now	Palombo; M. R.; Rozzi; R.; & Bover; P. (2013). The endemic bovids from Sardinia and the Balearic Islands: state of the art. Geobios; 46(1); 127-142.	2013	 	 	 								valid_species	yes
Bovidae	Bovidae	Nisidorcas_planicornis	Nisidorcas_planicornis	now	Gentry; A. W.; Solounias; N.; & Barry; J. C. (2014; April). Stability in higher level taxonomy of Miocene bovid faunas of the Siwaliks. In Annales Zoologici Fennici (Vol. 51; pp. 49-56). Finnish Zoological and Botanical Publishing.	2014	 	 	 								valid_species	yes
Bovidae	Bovidae	Nisidorcas_planicornis	Nisidorcas_planicornis	pbdb	Gentry; A. W.; Solounias; N.; & Barry; J. C. (2014; April). Stability in higher level taxonomy of Miocene bovid faunas of the Siwaliks. In Annales Zoologici Fennici (Vol. 51; pp. 49-56). Finnish Zoological and Botanical Publishing.	2014	 	 	 								valid_species	yes
Bovidae	Bovidae	Nitidarcus_asfawi	Nitidarcus_asfawi	now	Vrba; E. S. (1997). New fossils of Alcelaphini and Caprinae (Bovidae: Mammalia) from Awash; Ethiopia; and phylogenetic analysis of Alcelaphini.	1997	 	 	 								valid_species	yes
Bovidae	Bovidae	Norbertia_hellenica	Norbertia_hellenica	now	Palombo; M. R.; Rozzi; R.; & Bover; P. (2013). The endemic bovids from Sardinia and the Balearic Islands: state of the art. Geobios; 46(1); 127-142.	2013	 	 	 								valid_species	yes
Bovidae	Bovidae	Numidocapra_crassicornis	Numidocapra_crassicornis	now	Vrba; E. S. (1997). New fossils of Alcelaphini and Caprinae (Bovidae: Mammalia) from Awash; Ethiopia; and phylogenetic analysis of Alcelaphini.	1997	 	 	 								valid_species	yes
Bovidae	Bovidae	Oioceros_atropatenes	Oioceros_atropatenes	now	Roussiakis; S. J. (2003). Oioceros rothii (Wagner; 1857) from the late Miocene of Pikermi (Greece): cranial and dental morphology; comparison with related forms. Geodiversitas; 25(4); 717-735.	2003	 	 	 								valid_species	yes
Bovidae	Bovidae	Oioceros_grangeri	Turcocerus_grangeri	pbdb	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	Bovidae	Oioceros_jiulongkouensis	Oioceros_jiulongkouensis	pbdb	Tao; D.; Sukuan; H.; & Hongjiang; W. (2007). The Tunggurian stage of the continental Miocene in China. Acta Geologica Sinica (English edition); 81(5); 709-721.	2007	 	 	 								valid_species	yes
Bovidae	Bovidae	Oioceros_lishanensis	Turcocerus_lishanensis	pbdb	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	Bovidae	Oioceros_noverca	Turcocerus_noverca	pbdb	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	Bovidae	Oioceros_occidentalis	Samotragus_occidentalis	now	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	NA	Oioceros_pilgrimi	Samotragus_pilgrimi	now	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	NA	Oioceros_robustus	Oioceros_robustus	pbdb	PBDB review	NA	 	 	 								valid_species	yes
Bovidae	Bovidae	Oioceros_rothi	Oioceros_rothii	now	Roussiakis; S. J. (2003). Oioceros rothii (Wagner; 1857) from the late Miocene of Pikermi (Greece): cranial and dental morphology; comparison with related forms. Geodiversitas; 25(4); 717-735.	2003	 	 	 								valid_species	yes
Bovidae	Bovidae	Oioceros_rothi	Oioceros_rothii	pbdb	Roussiakis; S. J. (2003). Oioceros rothii (Wagner; 1857) from the late Miocene of Pikermi (Greece): cranial and dental morphology; comparison with related forms. Geodiversitas; 25(4); 717-735.	2003	 	 	 								valid_species	yes
Bovidae	NA	Oioceros_stenocephalus	Oioceros_stenocephalus	pbdb	PBDB review	NA	 	 	 								valid_species	yes
Bovidae	Bovidae	Oioceros_tanyceras	Hypsodontus_tanyceras	pbdb	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	Bovidae	Oioceros_wegneri	Oioceros_wegneri	now	Roussiakis; S. J. (2003). Oioceros rothii (Wagner; 1857) from the late Miocene of Pikermi (Greece): cranial and dental morphology; comparison with related forms. Geodiversitas; 25(4); 717-735.	2003	 	 	 								valid_species	yes
Bovidae	Bovidae	Oioceros_wegneri	Oioceros_wegneri	pbdb	Roussiakis; S. J. (2003). Oioceros rothii (Wagner; 1857) from the late Miocene of Pikermi (Greece): cranial and dental morphology; comparison with related forms. Geodiversitas; 25(4); 717-735.	2003	 	 	 								valid_species	yes
Bovidae	Bovidae	Oioceros_xiejiaensis	Sinopalaeoceros_xiejiaensis	pbdb	Wang; X.; Li; Q.; & Takeuchi; G. T. (2016). Out of Tibet: an early sheep from the Pliocene of Tibet; Protovis himalayensis; genus and species nov.(Bovidae; Caprini); and origin of Ice Age mountain sheep. Journal of Vertebrate Paleontology; 36(5); e1169190.	2016	 	 	 								synonymized	yes
Bovidae	Bovidae	Oioceros_xiejianensis	Sinopalaeoceros_xiejiaensis	pbdb	Wang; X.; Li; Q.; & Takeuchi; G. T. (2016). Out of Tibet: an early sheep from the Pliocene of Tibet; Protovis himalayensis; genus and species nov.(Bovidae; Caprini); and origin of Ice Age mountain sheep. Journal of Vertebrate Paleontology; 36(5); e1169190.	2016	 	 	 								synonymized	yes
Bovidae	Bovidae	Olonbulukia_tsaidamensis	Olonbulukia_tsaidamensis	now	Dong; W. (2007). New material of Muntiacinae (Artiodactyla; Mammalia) from the Late Miocene of the northeastern Qinghai-Tibetan Plateau; China. Comptes Rendus Palevol; 6(5); 335-343.	2007	 	 	 								valid_species	yes
Bovidae	Bovidae	Onotragus_leche	Onotragus_leche	now	Pitchford; R. J. (1977). A check list of definitive hosts exhibiting evidence of the genus Schistosoma Weinland; 1858 acquired naturally in Africa and the Middle East. Journal of Helminthology; 51(3); 229-251.	1977	 	 	 								valid_species	yes
Bovidae	Bovidae	Orasius_eximius	Bohlinia_attica	pbdb	Geraads; D. (1979). Les Giraffinae (Artiodactyla; Mammalia) du mioc态ne sup泰rieur de la r泰gion de Thessalonique (Gr态ce). Bulletin du Mus泰um national d壽狧istoire naturelle; 1; 377-389.	1979	 	 	 								synonymized	yes
Bovidae	Bovidae	Oreamnos_americanus	Oreamnos_americanus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Oreamnos_harringtoni	Oreamnos_harringtoni	pbdb	Mead; J. I.; & Taylor; L. H. (1998). Oreamnos (Caprinae; Bovidae; Artiodactyla); from the Irvingtonian (Pleistocene) of Porcupine Cave; Colorado; North America. National Science Museum monographs; 14; 181-189.	1998	 	 	 								valid_species	yes
Bovidae	Bovidae	Oreamnos_montanus	Oreamnos_americanus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								synonymized	yes
Bovidae	Bovidae	Oreonagor_tournoueri	Oreonagor_tournoueri	now	Vrba; E. S. (1997). New fossils of Alcelaphini and Caprinae (Bovidae: Mammalia) from Awash; Ethiopia; and phylogenetic analysis of Alcelaphini.	1997	 	 	 								valid_species	yes
Bovidae	Bovidae	Oreotragus_major	Oreotragus_oreotragus	now	Watson; V. & Plug; I. (1995). Oreotragus major Wells and Oreotragus oreotragus (Zimmerman)(Mammalia: Bovidae): two species?. Annals of the Transvaal Museum; 36(13); 183-191.	1995	 	 	 								synonymized	yes
Bovidae	Bovidae	Oreotragus_major	Oreotragus_oreotragus	pbdb	Watson; V. & Plug; I. (1995). Oreotragus major Wells and Oreotragus oreotragus (Zimmerman)(Mammalia: Bovidae): two species?. Annals of the Transvaal Museum; 36(13); 183-191.	1995	 	 	 								synonymized	yes
Bovidae	NA	Oreotragus_minor	Oreotragus_minor	pbdb	NA	NA	 	 	 						there seems to be no discussion record of this species; other than the description; which was later chnaged to hendryomeryx besides the reference of PBDB itself. It also looks like another species: Leptomeryx transmontanus		no_literature	yes
Bovidae	Bovidae	Oreotragus_oreotragus	Oreotragus_oreotragus	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Oreotragus_oreotragus	Oreotragus_oreotragus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Orygotherium_escheri	Orygotherium_escheri	pbdb	Vislobokova; I. (2004). New species of Orygotherium (Palaeomerycidae; Ruminantia) from the Early and Late Miocene of Eurasia. Annalen des Naturhistorischen Museums in Wien. Serie A f蘝r Mineralogie und Petrographie; Geologie und Pal蘝ontologie; Anthropologie und Pr蘝historie; 371-385.	2004	 	 	 								valid_species	yes
Bovidae	Bovidae	Oryx_beisa	Oryx_beisa	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Oryx_cautleyi	Oryx_cautleyi	now	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								valid_species	yes
Bovidae	Bovidae	Oryx_dammah	Oryx_dammah	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Oryx_eleulmensis	Oryx_eleulmensis	now	Sahnouni; M.; Rosell; J.; van der Made; J.; Verg态s; J. M.; Oll泰; A.; Kandi; N.; ... & Medig; M. (2013). The first evidence of cut marks and usewear traces from the Plio-Pleistocene locality of El-Kherba (Ain Hanech); Algeria: implications for early hominin subsistence activities circa 1.8 Ma. Journal of human evolution; 64(2); 137-150.	2013	 	 	 								valid_species	yes
Bovidae	Bovidae	Oryx_gazella	Oryx_gazella	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Oryx_gazella	Oryx_gazella	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Oryx_sivalensis	Oryx_sivalensis	now	Vrba; E. S.; & Gatesy; J. (1994). New antelope fossils from Awash; Ethiopia; and phylogenetic analysis of Hippotragini (Bovidae; Mammalia).	1994	 	 	 								valid_species	yes
Bovidae	Bovidae	Ourebia_ourebi	Ourebia_ourebi	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Ouzocerus_gracilis	Ouzocerus_gracilis	now	Merceron; G.; Blondel; C.; Viriot; L.; Koufos; G. D.; & De Bonis; L. (2007). Dental microwear analysis of bovids from the Vallesian (late Miocene) of Axios Valley in Greece: reconstruction of the habitat of Ouranopithecus macedoniensis (Primates; Hominoidea). Geodiversitas; 29(3); 421-433.	2007	 	 	 								valid_species	yes
Bovidae	Bovidae	Ouzocerus_pentalophosi	Ouzocerus_pentalophosi	now	Merceron; G.; Blondel; C.; Viriot; L.; Koufos; G. D.; & De Bonis; L. (2007). Dental microwear analysis of bovids from the Vallesian (late Miocene) of Axios Valley in Greece: reconstruction of the habitat of Ouranopithecus macedoniensis (Primates; Hominoidea). Geodiversitas; 29(3); 421-433.	2007	 	 	 								valid_species	yes
Bovidae	Bovidae	Ovibos_moschatus	Ovibos_moschatus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Ovibos_pallantis	Ovibos_moschatus	now	Raufuss; I.; & von Koenigswald; W. (1999). New remains of Pleistocene Ovibos moschatus from Germany and its geographic and stratigraphic occurrence in Europe. Geologie en Mijnbouw; 78(3-4); 383-394.	1999	 	 	 								synonymized	yes
Bovidae	Bovidae	Ovibos_pallantis	Ovibos_moschatus	pbdb	Raufuss; I.; & von Koenigswald; W. (1999). New remains of Pleistocene Ovibos moschatus from Germany and its geographic and stratigraphic occurrence in Europe. Geologie en Mijnbouw; 78(3-4); 383-394.	1999	 	 	 								synonymized	yes
Bovidae	Bovidae	Ovis_ammon	Ovis_ammon	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Ovis_ammon	Ovis_ammon	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Ovis_aries	Ovis_aries	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Ovis_auduboni	Ovis_canadensis	pbdb	Harris; A. H.; & Mundel; P. (1974). Size reduction in bighorn sheep (Ovis canadensis) at the close of the Pleistocene. Journal of mammalogy; 55(3); 678-680.	1974	 	 	 								synonymized	yes
Bovidae	Bovidae	Ovis_canadensis	Ovis_canadensis	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Bovidae	Bovidae	Ovis_catclawensis	Ovis_catclawensis	pbdb	Harris; A. H.; & Mundel; P. (1974). Size reduction in bighorn sheep (Ovis canadensis) at the close of the Pleistocene. Journal of mammalogy; 55(3); 678-680.	1974	 	 	 								valid_species	yes
Bovidae	Bovidae	Ovis_nahoor	Pseudois_nayaur	now	Wang; X.; & Hoffmann; R. S. (1987). Pseudois nayaur and Pseudois schaeferi. Mammalian Species; (278); 1-6.	1987	 	 	 								synonymized	yes
Bovidae	Bovidae	Ovis_shantungensis	Ovis_shantungensis	now	Liu; P.; Deng; C.; Li; S.; Cai; S.; Cheng; H.; Baoyin; Y.; ... & Zhu; R. (2012). Magnetostratigraphic dating of the Xiashagou Fauna and implication for sequencing the mammalian faunas in the Nihewan Basin; North China. Palaeogeography; Palaeoclimatology; Palaeoecology; 315; 75-85.	2012	 	 	 								valid_species	yes
Bovidae	Bovidae	Pachyportax_latidens	Pachyportax_latidens	now	Khan; M. A.; Akhtar; M.; & Irum; A. (2014). Bramatherium (Artiodactyla; Ruminantia; Giraffidae) from the Middle Siwaliks of Hasnot; Pakistan: biostratigraphy and palaeoecology. Turkish Journal of Earth Sciences; 23(3); 308-320.	2014	 	 	 								valid_species	yes
Bovidae	Bovidae	Pachyportax_latidens	Pachyportax_latidens	pbdb	Khan; M. A.; Akhtar; M.; & Irum; A. (2014). Bramatherium (Artiodactyla; Ruminantia; Giraffidae) from the Middle Siwaliks of Hasnot; Pakistan: biostratigraphy and palaeoecology. Turkish Journal of Earth Sciences; 23(3); 308-320.	2014	 	 	 								valid_species	yes
Bovidae	Bovidae	Pachyportax_nagrii	Pachyportax_nagrii	pbdb	Akhtar; M.; & Nazir; M. (2003). An evidence on the validity of the species Pachyportax nagrii Pilgrim (mammalia; Artiodactyla; Bovidae). Punjab University Journal of Zoology (Pakistan).	2003	 	 	 								valid_species	yes
Bovidae	Bovidae	Pachytragus_laticeps	Skoufotragus_laticeps	pbdb	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								synonymized	yes
Bovidae	Bovidae	Pachytragus_laticeps	Skoufotragus_laticeps	now	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								synonymized	yes
Bovidae	Bovidae	Pachytragus_solignaci	Protoryx_solignaci	pbdb	Chen; G. F.; & Zhang; Z. Q. (2007). Restudy of Chinese fossil bovids referred to Protoryx (Bovidae; Artiodactyla). 審_忋_綺_屲洎宊鼘时; 45(2); 98-109.	2007	 	 	 								synonymized	yes
Bovidae	Bovidae	Palaeoreas_asiaticus	Majoreas_woodwardi	now	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	Bovidae	Palaeoreas_brachyceras	Majoreas_elegans	now	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	Bovidae	Palaeoreas_lindermayeri	Palaeoreas_lindermayeri	now	Tekkaya; ��. (1974). The Bovidae fauna of middle Sinap of Turkey. T蘝rkiye Jeoloji Kurumu B蘝lteni; 17(1); 174-186.	1974	 	 	 								valid_species	yes
Bovidae	Bovidae	Palaeoreas_lindermayeri	Palaeoreas_lindermayeri	pbdb	Tekkaya; ��. (1974). The Bovidae fauna of middle Sinap of Turkey. T蘝rkiye Jeoloji Kurumu B蘝lteni; 17(1); 174-186.	1974	 	 	 								valid_species	yes
Bovidae	Bovidae	Palaeoreas_zouavei	Palaeoreas_zouavei	now	Kostopoulos; D. S. (2006). Greek bovids through time. Hellenic Journal of Geosciences; 41(1); 141-152.	2006	 	 	 								valid_species	yes
Bovidae	NA	Palaeoryx_intermedia	Palaeoryx_intermedia	pbdb	NA	NA	 	 	 						there seems to be no discussion record of this species; other than the description; which was later chnaged to hendryomeryx besides the reference of PBDB itself. It also looks like another species: Leptomeryx transmontanus		no_literature	yes
Bovidae	Bovidae	Palaeoryx_longicephalus	Palaeoryx_longicephalus	now	Titov; V. V.; & Logvynenko; V. N. (2006). Early Paracamelus (Mammalia; Tylopoda) in Eastern Europe. Acta Zoologica Cracoviensia-Series A: Vertebrata; 49(1-1); 163-178.	2006	 	 	 								valid_species	yes
Bovidae	Bovidae	Palaeoryx_majori	Palaeoryx_majori	now	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								valid_species	yes
Bovidae	Bovidae	Palaeoryx_majori	Palaeoryx_majori	pbdb	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								valid_species	yes
Bovidae	Bovidae	Palaeoryx_pallasi	Palaeoryx_pallasi	now	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								valid_species	yes
Bovidae	Bovidae	Palaeoryx_pallasi	Palaeoryx_pallasi	pbdb	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								valid_species	yes
Bovidae	Bovidae	Palaeoryx_pallasii	Palaeoryx_pallasi	pbdb	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								typo	yes
Bovidae	Bovidae	Palaeoryx_parvidens	Sporadotragus_parvidens	pbdb	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								synonymized	yes
Bovidae	Bovidae	Palaeoryx_sinensis	Palaeoryx_sinensis	now	Kostopoulos; D. S. (2009). The late Miocene mammal faunas of the Mytilinii basin; Samos Island; Greece: new collection. 14. Bovidae. Beitr蘝ge zur Pal蘝ontologie; 31; 345-389.	2009	 	 	 								valid_species	yes
Bovidae	Bovidae	Palaeoryx_situtzeli	Sporadotragus_parvidens	pbdb	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
Bovidae	Bovidae	Palaeoryx_stulzeli	Sporadotragus_parvidens	pbdb	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		 	 	 								synonymized	yes
